"","ID","language","channel","country","age","dev.environment","app.type","mobile.os","desktop.os","programming.language.migrate","programming.language.primary","unit.testing","database","database.migrate","database.host","tool.usage"
"843",8794,"Korean","internal","South Korea","30-39","Windows","Web Back-end","Windows","Windows","JavaScript","Python","Yes, I use unit tests, but I don't write them","PostgreSQL","Redis","Locally","All day long"
"844",8810,"English","external","Philippines","30-39","Windows","Web Back-end","Windows","Windows","Swift","PHP","No","MS SQL Server","PostgreSQL","Locally","Several times a week"
"845",8819,"Spanish","external","Mexico","50-59","Windows","Web Front-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Python","No","MS SQL Server","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","Less frequently"
"846",8832,"Spanish","external","Spain","18-20","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"847",8835,"Spanish","external","Mexico","30-39","Windows","Web Back-end","Windows","Windows","Objective-C","PHP","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"848",8843,"English","external","Russia","21-29","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"849",8844,"Spanish","external","Argentina","21-29","Windows","Mobile","Android","Windows","Go","Python","Yes, I write unit tests","SQLite","PostgreSQL","Locally","All day long"
"850",8866,"English","external","Ukraine","30-39","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"851",8872,"English","internal","Russia","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Microsoft Azure","Several times a day"
"852",8889,"English","external","Argentina","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Amazon Web Services","All day long"
"853",8903,"English","internal","Canada","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MS SQL Server","SQLite","Locally","All day long"
"854",8907,"Russian","external","Ukraine","21-29","Windows","Web Back-end","Android","Windows","C++","Java","No","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"855",8914,"English","external","Thailand","50-59","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","All day long"
"856",8916,"English","external","Philippines","30-39","Windows","Web Back-end","Windows","Windows","Java","Visual Basic","Yes, I write unit tests","MS SQL Server","DB2","Locally","Never"
"857",8927,"French","external","France","50-59","Windows","Mobile","Android","Unix / Linux","No, not planning to adopt / migrate","Java","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","Several times a day"
"858",8950,"Portuguese","external","Brazil","30-39","Windows","Web Front-end","Windows","Windows","Java","Delphi","No","MS SQL Server","PostgreSQL","Locally","Never"
"859",8954,"English","internal","United States","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Go","Yes, I write unit tests","MySQL","Yes, planning to adopt / migrate to other database(s) - Write in:","Amazon Web Services","Several times a day"
"860",8969,"Chinese (s","external","China","21-29","Windows","Web Front-end","Windows","Windows","Java","JavaScript","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Other - Write In:","Several times a week"
"861",8979,"English","external","United Kingdom","30-39","macOS","Web Back-end","Android","macOS","Elixir","JavaScript","No","DB2","Redis","Microsoft Azure","Several times a week"
"862",9003,"English","external","Russia","18-20","Windows","Web Back-end","Windows","Windows","Kotlin","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"863",9010,"English","external","China","30-39","Windows","Web Back-end","Windows","Windows","Go","C#","Yes, I write unit tests","MS SQL Server","Redis","Locally","All day long"
"864",9013,"Korean","external","South Korea","30-39","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Ruby","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"865",9014,"English","internal","Australia","40-49","Windows","Web Back-end","Android","Windows","R","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"866",9016,"English","external","Poland","30-39","Unix / Linux","Mobile","Android","Windows","No, not planning to adopt / migrate","JavaScript","No","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"867",9027,"English","internal","Denmark","21-29","Windows","Web Back-end","Windows","Windows","TypeScript","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Several times a day"
"868",9033,"English","external","Russia","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"869",9041,"German","external","Germany","30-39","Windows","Web Back-end","Android","Windows","C#","TypeScript","No","Oracle Database","MySQL","Locally","Less frequently"
"870",9070,"English","internal","United States","60 or older","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"871",9079,"Chinese (s","external","China","17 or younger","Windows","Mobile","Android","Windows","C++","Java","No","MySQL","MS SQL Server","Private Servers","Several times a day"
"872",9085,"Portuguese","internal","Brazil","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","DB2","No, not planning to adopt / migrate","Locally","Several times a week"
"873",9091,"German","external","Germany","40-49","Windows","Web Back-end","iOS","Windows","Planning to adopt / migrate to other language(s) - Write in:","PHP","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"874",9100,"English","internal","India","21-29","Unix / Linux","Web Back-end","Windows","Windows","R","Java","Yes, I write unit tests","MySQL","Cassandra","Amazon Web Services","All day long"
"875",9103,"English","external","Argentina","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"876",9110,"French","internal","France","21-29","Windows","Mobile","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Other - Write In:","All day long"
"877",9112,"English","external","India","21-29","Windows","Web Back-end","Windows","Windows","Haskell","C#","No","MS SQL Server","Oracle Database","Locally","All day long"
"878",9121,"Turkish","external","Turkey","18-20","Windows","Web Back-end","Android","Windows","JavaScript","C++","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"879",9128,"German","internal","Germany","18-20","Unix / Linux","Web Back-end","Android","Windows","Swift","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"880",9129,"English","internal","Belgium","40-49","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","All day long"
"881",9130,"English","internal","Chile","40-49","Windows","Web Front-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Less frequently"
"882",9153,"Polish","external","Poland","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","HTML / CSS","Yes, I use unit tests, but I don't write them","DB2","No, not planning to adopt / migrate","Locally","Several times a day"
"883",9157,"English","internal","United Kingdom","60 or older","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MS SQL Server","SQLite","Other - Write In:","Less frequently"
"884",9185,"Chinese (s","internal","China","40-49","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Java","Yes, I write unit tests","MySQL","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","Several times a day"
"885",9189,"English","internal","Netherlands","21-29","Unix / Linux","Web Back-end","Android","Unix / Linux","Kotlin","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"886",9194,"English","internal","Belgium","30-39","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"887",9226,"English","internal","United States","30-39","Unix / Linux","Web Back-end","Android","Unix / Linux","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","All day long"
"888",9236,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Windows","Windows","Python","PHP","No","MS SQL Server","MongoDB","Locally","Several times a day"
"889",9251,"English","internal","Netherlands","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"890",9272,"Spanish","external","Mexico","21-29","Windows","Web Back-end","Android","Windows","Swift","PHP","Yes, I write unit tests","MySQL","SQLite","Locally","Several times a day"
"891",9273,"English","external","India","21-29","Unix / Linux","Web Back-end","Android","Unix / Linux","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","MongoDB","Amazon Web Services","All day long"
"892",9274,"English","external","Thailand","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
